Id,Name,Definition,Class,PropList,Picture
pseudomonas_aeruginosa,Pseudomonas Aeruginosa,"Pseudomonas aeruginosa is a common encapsulated, Gram-negative, aerobic–facultatively anaerobic, rod-shaped bacterium that can cause disease in plants and animals, including humans",Bacillus,"[""negative"", ""aquatic environments"", ""blue green pigment (pyocyanine and pyoveridin)"", ""savence iron and phosphate"", ""pyocins are bacteriocins and can be used in typing"", ""elastase"", ""Exotoxin A similar to diptheria, ribosylates EF2"", ""phospholipase C"", ""grape-like odor"", ""LPS and glycocalyx adhere to membrane Cl channels in cystic fibrosis (serious infection)"", ""nosocomial pneumonia"", ""fatal in burn patients"", ""IV drug users and diabetics"", ""catheter"", ""hot tub folliculitis"", ""otitis externa (swimmer's ear)"", ""ecthyma gangrenosum - necrotic skin lesions""]",
cystic_fibrosis,Cystic Fibrosis,"Cystic fibrosis (CF) is a genetic disorder that causes thick, sticky mucus to build up in the body, leading to breathing and digestion problems",Disease,,
burkholderia_pseudomallei,Burkholderia Pseudomallei,"Burkholderia pseudomallei is a Gram-negative, bipolar, aerobic, motile rod-shaped bacterium. It is a soil-dwelling bacterium endemic in tropical and subtropical regions worldwide, particularly in Thailand and northern Australia",Bacillus,"[""negative"", ""contaminated soil/water, peaks during wet season"", ""meliodosis - tropical, pneumonia, similar to tuberculosis w/without cavitary lesions""]",
water,Water,"In the context of microbiology, this means transmission through infected water",Generic,,
burkholderia_cepacian_complex,Burkholderia Cepacian Complex,Burkholderia cepacia complex is a species complex consisting of Burkholderia cepacia and at least 20 different biochemically similar species of Gram-negative bacteria. They are catalase-producing and lactose-nonfermenting.,Bacillus,"[""negative"", ""contaminated soil/water"", ""only in immunocomprimised individuals like cystic fibrosis"", ""cepacia syndrome - necrotizing pneumonia and bacteremia"", ""multi-drug resistance""]",
encephalomyelitis,Encephalomyelitis,Encephalomyelitis is a general term for inflammation of the brain and spinal cord,Clinical,,
bartonella_quintana,Bartonella Quintana,Bartonella quintana causes trench fever in immunocompetent individuals and bacillary angiomatosis in immunocompromised individuals. Transmission of the organism is via the feces of the human body louse.,Bacillus,"[""negative"", ""trench fever"", ""louse""]",
bartonella_henselae,Bartonella Henselae,"Bartonella henselae causes cat scratch disease in immunocompetent individuals and bacillary angiomatosis in immunocompromised individuals. The reservoir in nature is cats, and the organism is transmitted from animals to humans by the scratch or bite of the cat as well as by the cat flea.",Bacillus,"[""negative"", ""cat scratch fever - large lymph nodes, occurs in immunocompetent people and is usually self limiting"", ""bacillary angiomatosis - cat scratches/bites, raised vascular lesions, present in immunocompromised and kaposi's sarcoma""]",
warthin_starry_stain,Warthin Starry Stain,The Warthin-Starry stain is a silver nitrate-based staining technique used to detect microorganisms in tissue samples,Lab,,
immunocompetent,Immunocompetent,"In immunology, immunocompetence is the ability of the body to produce a normal immune response following exposure to an antigen.",Generic,,
immunocompromised,Immunocompromised,"Immunocompromised means having a weakened immune system, which makes it harder to fight off infections. It can also be referred to as immune deficiency or immune suppression",Generic,,
brucella_species,Brucella Species,"Brucella are facultative intracellular pathogens which survive and multiply in phagocytes. Brucellosis is characterized by undulating fever (up-and-down, up-and-down) due to recurrent invasion of the blood stream. The pathogen is observed to localize in small granulomas in spleen, lymph nodes, and/or liver where they multiply and are released periodically back into the blood stream.",Coccobacillus,"[""negative"", ""farm animals"", ""unpasteurized milk"", ""facultative intracellular in macrophages, reticuloendothelial system"", ""fever and chills"", ""anorexia"", ""undulating fever""]",
francisella_tularensis,Francisella Tularensis,"Francisella tularensis, identified based on clinical findings and fluorescent antibody techniques (that is, diagnosis is made serologically), is a facultative intracellular pathogen which survives and multiplies in phagocytes.",Coccobacillus,"[""negative"", ""tularemia - skin ulcers, caseating necrosis, lesions, granulomas"", ""rabbit is host, dermacentor tick is vector"", ""aerosol"", ""lymphatic spread""]",
necrosis,Necrosis,"Necrosis is the medical term for the death of body tissue, which can occur in many parts of the body, including the skin, bones, and organs. It's an irreversible process that's usually caused by an outside stimulus, such as injury, radiation, chemicals, illness, infection, or disease",Clinical,,
lesion,Lesion,"a region in an organ or tissue which has suffered damage through injury or disease, such as a wound, ulcer, abscess, or tumor",Clinical,,
granuloma,Granuloma,"A granuloma is a small, noncancerous cluster of immune cells that forms in response to chronic inflammation or infection",Clinical,,
pasteurella_multocida,Pasteurella Multocida,"Pasteurella multocida is a Gram-negative, nonmotile, penicillin-sensitive coccobacillus of the family Pasteurellaceae",Bacillus,"[""negative"", ""respiratory tracts of small animals"", ""dog and cat bites""]",
sheep_blood,Sheep's Blood,"Blood Agar (TSA w/ 5% Sheep Blood) contains casein and soy peptones which provide nitrogen, amino acids, and peptides necessary for bacterial growth",Lab,,
anaplasma_phagocytophilum,Anaplasma Phagocytophilum,"Anaplasma phagocytophilum is a Gram-negative bacterium that is unusual in its tropism to neutrophils. It causes anaplasmosis in sheep and cattle, also known as tick-borne fever and pasture fever, and also causes the zoonotic disease human granulocytic anaplasmosis",Bacillus,"[""negative"", ""obligate intracellular in the vacuoles of leukocytes"", ""black legged tick (ixodes) white footed mouse is larve, white tailed deer is adult"", ""anaplasmosis"", ""no rash"", ""morulae-containing leukocytes - peripheral blood smear"", ""infects granulocytes""]",
flu-like,Flu-Like,"A group of symptoms that are similar to those caused by the influenza (flu) virus. These include fever, chills, headache, muscle or body aches, cough, sore throat, runny nose, fatigue, nausea, vomiting, and diarrhea",Clinical,,
rash,Rash,"A skin rash occurs when skin becomes red, inflamed and bumpy. Some skin rashes are dry and itchy. Some are painful. Many things can bring on a skin rash, including viruses, bacteria, allergens and skin conditions like eczema.",Clinical,,
pancytopenia,Pancytopenia,"Pancytopenia is a condition where the number of red blood cells, white blood cells, and platelets in the blood is lower than normal",Clinical,,
wright_giemsa_stain,Wright_Giemsa Stain,"Wright-Giemsa stains are mixtures of basic dyes (methylene blue) that stain as blue and acidic dyes (eosin) that stain as red. Thus, acid components of the cell (nucleus, cytoplasmic RNA, basophilic granules) stain blue or purple, and basic components of the cell (hemoglobin, eosinophilic granules) stain red or orange",Lab,,
granulocyte,Granulocyte,"Granulocytes are a type of white blood cell that has small granules inside them. These granules contain proteins. The specific types of granulocytes are neutrophils, eosinophils, and basophils",Generic,,
leukocyte,Leukocyte,"Leukocytes, also known as white blood cells (WBCs), are cells in the blood that are part of the body's immune system and help fight infection and disease",Generic,,
ehrlichia_chaffeensis,Ehrlichia Chaffeensis,"Ehrlichia chaffeensis is an obligate intracellular, Gram-negative species of Rickettsiales bacteria. It is a zoonotic pathogen transmitted to humans by the lone star tick. It is the causative agent of human monocytic ehrlichiosis",Bacillus,"[""negative"", ""obligate intracellular"", ""lone star tick (amlyomma Americanum) - white tailed deer"", ""ehrlichiosis"", ""no rash"", ""morulae in monocytes""]",
mycobacterium_tuberculosis,Mycobacterium Tuberculosis,"Mycobacterium tuberculosis, also known as Koch's bacillus, is a species of pathogenic bacteria in the family Mycobacteriaceae and the causative agent of tuberculosis",Mycobacteria,"[""indeterminate"", ""mycolic acid"", ""lack niacin converting enzyme"", ""ziehl-neelsen lowenstein-jensen agar"", ""survives and replicates in macrophages"", ""cord factor inhibits macrophage function, membrane glycolipid, inhibits phagolysosomal fusion, granuloma, inflammation"", ""sulfatides inhibit phagosome-lysosome fusion"", ""affects middle and lower parts of lungs on CXR"", ""Ghon complex - calcified lung lesion, nearby enlarged lymph nodes"", ""caseous necrotic granulomas - macrophages, cheese like"", ""latent tb can be present in dormant areas within the body"", ""fibrosis"", ""calcification - encapsulated within lung tissue"", ""for PDD, 5 mm induration for high risk, 10 mm for high TB prevalence, and 15mm for no risk factors"", ""Bacille Calmette-Geurin vaccine can cause false positive reactions"", ""Miliary TB - hematogenous dissemination, severe and potentially fatal"", ""TNF inhibitors can cause reactivation of latent TB - granulomas, upper lobe disease and cavitation, cough, hemoptysis, night sweats, anorexia, weight loss"", ""Pott disease - spine TB"", ""tuberculomas"", ""rifampin, isoniazid, pyrazinamide, ethambutol"", ""RI used to prevent reactivation""]",
lowenstein-jensen_agar,Lowenstein-Jensen Agar,"Lowenstein-Jensen agar. A special medium, often supplemented with egg yolk, necessary to culture the fastidious mycobacteria. Significant growth for some species is not seen for 3 to 4 weeks. Alternatively, the BACTEC broth culture system gives more rapid detection of mycobacteria and better recovery of microorganisms.",Lab,,
phagolysosome,Phagolysosome,"A phagolysosome is a cytoplasmic organelle that destroys pathogens and dead cells through a combination of low pH, enzymes, and other factors",Lab,,
inflammation,Inflammation,"a localized physical condition in which part of the body becomes reddened, swollen, hot, and often painful, especially as a reaction to injury or infection",Clinical,,
fibrosis,Fibrosis,"Fibrosis is a pathological process that occurs when fibrous connective tissue builds up in and around damaged or inflamed tissue, leading to scarring and thickening",Clinical,,
calcification,Calcification,"Calcification is a process where calcium builds up in body tissue, causing it to harden",Clinical,,
mycobacterium_leprae,Mycobacterium Leprae,"Mycobacterium leprae is one of the two species of bacteria that cause Hansen's disease, a chronic but curable infectious disease that damages the peripheral nerves and targets the skin, eyes, nose, and muscles",Mycobacteria,"[""indeterminate"", ""cooler temps - extremities"", ""armadillos and humans"", ""skin lesions"", ""lepromin skin test - m leprae injected under skin"", ""close human to human contact""]",
ppd_skin_test,PPD Skin Test,"A small amount of purified protein derivative (PPD) is injected into the skin, usually on the forearm. The PPD is derived from proteins excreted by the TB bacteria, Mycobacterium tuberculosis. If the person has been infected with TB, their immune system will recognize the PPD and produce a reaction",Lab,,
t-cell,T Cell,T cells are a type of white blood cell called lymphocytes. They help your immune system fight germs and protect you from disease. There are two main types. Cytotoxic T cells destroy infected cells. Helper T cells send signals that direct other immune cells to fight infection,Generic,,
tuberculoid_leprosy,Tuberculoid Leprosy,"Tuberculoid leprosy (TT) is a mild, stable form of leprosy that's characterized by a few skin lesions, peripheral nerve enlargement, and a strong cellular immunity",Mycobacteria,"[""indeterminate"", ""Th1 cell mediated response, nodule formation with lepromin skin test"", ""wall demarcated, hairless skin lesions"", ""dapsone and rifampin for 6 months""]",
lepromin_skin_test,Lepromin Skin Test,The lepromin skin test is a test that determines the type of leprosy a person has by injecting a sample of inactive leprosy-causing bacteria into the skin,Lab,,
contact,Contact,Contact precautions are a set of safety measures used to prevent the spread of infectious diseases that can be transmitted through direct or indirect contact,Generic,,
neuropathy,Neuropathy,"Neuropathy, also known as peripheral neuropathy, is a nerve condition that can cause pain, tingling, numbness, swelling, or muscle weakness in various parts of the body",Clinical,,
lepromatous_leprosy,Lepramatous Leprosy,"Lepromatous leprosy is a type of leprosy that causes widespread skin lesions, thickened nerves, and sometimes involvement of other organs",Mycobacteria,"[""indeterminate"", ""TH2 response, disseminated more, weaker Th1 response and failure of macrophage containment"", ""no nodule formation with lepromin skin test, higher load"", ""glove and stocking neuropathy - loss of sensation in extremities"", ""Long John lesions - poorly demarcated erythematous papules, macules, nodules, and plaques"", ""Leonine facies - thickening of skin, loss of eyebrows and eyelashes, collaspe of nose, nodular earlobes"", ""dapsone, rifampin, clofazimine for lepromatous leprosy - 2 to 3 years""]",
mycobacterium_avium_intracellulare,Mycobacterium Avium Intracellulare,"Mycobacterium avium complex is a group of mycobacteria comprising Mycobacterium intracellulare and Mycobacterium avium that are commonly grouped because they infect humans together; this group, in turn, is part of the group of nontuberculous mycobacteria",Mycobacteria,"[""indeterminate"", ""macrophage-  granulomas"", ""M. avium and M intracellulare (Mycobacterium avium complex)"", ""copd lung disease exacerbations"", ""TB symptoms"", ""watery diarrhea"", ""disseminated disease - immunocompromised, low CD4"", ""spread through water, soil, dust"", ""aerosol"", ""cervical lymphadenitis"", ""multidrug resistance"", ""initiation of ART in hiv patients""]",
macrophage,Macrophage,"A type of white blood cell that surrounds and kills microorganisms, removes dead cells, and stimulates the action of other immune system cells.",Generic,,
art,Antiretroviral Therapy,Antiretroviral therapy (ART) is a combination of HIV medicines that treat people infected with the human immunodeficiency virus (HIV),Generic,,
resistance,Resistance,"Bacterial resistance, also known as antimicrobial resistance (AMR), occurs when bacteria or other microorganisms develop the ability to survive and multiply in the presence of antibiotics or other antimicrobial drugs",Generic,,
mycobacterium_scrofulaceum,Mycobacterium Scrofulaceum,Mycobacterium scrofulaceum is a species of Mycobacterium. It is the most common cause of mycobacterial cervical lymphadenitis in children,Mycobacteria,"[""indeterminate"", ""macrophage granulomas"", ""aerosol"", ""unilateral cervical lymphadenitis""]",
mycobacterium_marinum,Mycobacterium Marinum,Mycobacterium marinum is a slow growing fresh and saltwater mycobacterium belonging to the genus Mycobacterium and the phylum Actinobacteria,Mycobacteria,"[""indeterminate"", ""macrophage granulomas"", ""infected water"", ""fish, amphibians, reptiles, humans"", ""aquarium fish tanks"", ""hand infection in aquarium handlers""]",
borrelia_burgdorferi,Borrelia Burgdorferi,"Borrelia burgdorferi is a gram-negative bacterial species of the spirochete class in the genus Borrelia, and is one of the causative agents of Lyme disease in humans.",Spirochete,"[""negative"", ""lyme disease"", ""NE united states"", ""ixodes scapularis ticks"", ""white-footed mouse (reservoir), obligatory host(white tailed deer)"", ""stage 1 - erythema chronicum migrans (bull's eye rash) flu like"", ""stage 2 - heart block caused by myocarditis, bilateral bell's palsy"", ""stage 3 - migratory polyarthritis and cognitive issues""]",
borrelia_hermsii,Borrelia Hermsii,Borrelia hermsii is a spirochete bacterium representing the endemic causative agent of tick-borne relapsing fever in eastern regions of North America. It is spread by the soft-bodied tick Ornithodoros hermsi,Spirochete,"[""negative"" ""endemic""]",
borrelia_recurrentis,Borrelia Recurrentis,"Borrelia recurrentis is a species of Borrelia, a spirochaete bacterium associated with relapsing fever. B. recurrentis is usually transmitted from person to person by the human body louse.",Spirochete,"[""negative"", ""epidemic"", ""dark field microscopy"", ""variable surface antigens"", ""relapsing fever"", ""overcrowding"", ""pediculus humanus corporis (human body louse vector)"", ""spread by skin scratching + eye rubbing"", ""humans are the reservoir hosts"", ""crisis phase 1 = hot symptoms - 30 minutes"", ""crisis phase 2 = cold symptoms - few hours"", ""jaundice""]",
dark_field_microscopy,Dark Field Microscopy,"Darkfield microscopy is a microscopy technique that uses oblique illumination to create a dark background around a specimen, making it appear brighter and more distinct",Lab,,
jaundice,Jaundice,"Jaundice is a condition that causes the skin, eyes, or mucous membranes to turn yellow or greenish. It occurs when there's too much bilirubin in the body, a yellow byproduct of old red blood cells",Clinical,,
jarisch_herxheimer_reaction,Jarisch_Herxheimer Reaction,"The Jarisch-Herxheimer reaction (JHR) is a short-term immune response that can occur when patients with spirochete infections, like syphilis, Lyme disease, or leptospirosis, receive antibiotics",Clinical,,
leptospira_interrogans,Leptospira Interrogans,Leptospira interrogans is a species of obligate aerobic spirochaete bacteria shaped like a corkscrew with hooked and spiral ends. L. interrogans is mainly found in warmer tropical regions. The bacteria can live for weeks to months in the ground or water,Spirochete,"[""negative"", ""tropical regions"", ""animal-urine -> water"", ""conjunctival suffusion (redness without inflammatory exudates"", ""multiple organs"", ""jaundice""]",
exudate,Exudate,"Exudate is a fluid, cells, or other cellular substances that leak from blood vessels into nearby tissues",Clinical,,
liver,Liver,"The liver is the largest solid organ in the body. It removes toxins from the body's blood supply, maintains healthy blood sugar levels, regulates blood clotting, and performs hundreds of other vital functions",Generic,,
kidney,Kidney,"One of a pair of organs in the abdomen. The kidneys remove waste and extra water from the blood (as urine) and help keep chemicals (such as sodium, potassium, and calcium) balanced in the body",Generic,,
treponema_pallidum,Treponema Pallidum,"Treponema pallidum, formerly known as Spirochaeta pallida, is a microaerophilic, gram-negative, spirochaete bacterium with subspecies that cause the diseases syphilis, bejel, and yaws. It is known to be transmitted only among humans and baboons",Spirochete,"[""gram-negative"", ""darkfield microscopy"", ""non treponemal VDRL test - quick but produces false positives, uses cardiolipin, cholesterol, and lecithin"", ""rapid plasmid reagen test"", ""FTA antibody test most definitive"", ""early syphilis - primary secondary, early latent"", ""late syphilis - tertiary, late latent"", ""treat with penicillin (desensitization)""]",
rpr,Rapid Plasmin Reagen,A rapid plasma reagin (RPR) test is a blood test that screens for syphilis by looking for antibodies in the blood that may indicate a syphilis infection,Lab,,
antibody_test,Antibody Test,"An antibody test, also known as a serology test, analyzes a blood sample to detect antibodies in the body. Antibodies are proteins that the body produces to fight infections, such as those caused by viruses, bacteria, and allergens",Lab,,
aortitis,Aortitis,"Aortitis is a condition where the aorta, the body's largest artery, becomes inflamed",Clinical,,
gumma,Gumma,"A gumma is a soft, non-cancerous growth that occurs in people with syphilis during the late stages of the disease",Clinical,,
tabes_dorsalis,Tabes Dorsalis,"Tabes dorsalis, also known as locomotor ataxia, is a rare disease that results from an untreated syphilis infection. It's a form of neurosyphilis that occurs when the bacteria that causes syphilis damages the spinal cord and peripheral nervous tissue",Clinical,"[""loss of vibration sense"", ""loss of proprioception"", ""posterior spinal cord""]",
argyll-robertson_pupils,Argyll-Robertson Pupils,"Argyll Robertson pupils are small, irregular pupils that constrict when focusing on a near object but do not constrict when exposed to bright light",Clinical,,
primary_syphilis,Primary Syphilis,"Primary syphilis is the first stage of syphilis and is characterized by a painless ulcer, or chancre, that appears at the site of infection",Disease,"[""genital chancre"", ""local ischemic necrosis""]",
secondary_syphilis,Secondary Syphilis,Secondary syphilis is a stage of syphilis that occurs when the bacteria Treponema pallidum spreads throughout the body. Symptoms usually appear 2–8 weeks after the primary chancre disappears,Disease,"[""maculopapular rash"", ""systemic, flat topped lesions called condyloma lata"", ""syphilis can be visualized in condyloma lata in darkfield microscopy""]",
tertiary_syphilis,Tertiary Syphilis,"Tertiary syphilis, also known as late syphilis, is a serious and potentially fatal stage of syphilis that can occur years or decades after the initial infection",Disease,"[""gummas"", ""aortitis (tree bark aneurysm)"", ""tabes dorsalis"", ""argyll-robertson pupils""]",
congenital_syphilis,Congenital Syphilis,Congenital syphilis (CS) is a serious infection that occurs when a pregnant person passes syphilis to their fetus or infant during pregnancy or childbirth,Disease,"[""Hutchinson's teeth"", ""deafness""]",
headache,Headache,"A headache is pain or discomfort in the head, face, or neck",Clinical,,
chlamydia_trachomatis,Chlamydia Trachomatis,"Chlamydia trachomatis is a Gram-negative, anaerobic bacterium responsible for chlamydia and trachoma. C. trachomatis exists in two forms, an extracellular infectious elementary body and an intracellular non-infectious reticulate body",Coccobacillus,"[""indeterminate"", ""obligatory intracellular - no ATP"", ""elementary bodies - extracellular infection form"", ""reticulate bodies - intracellular replicating form"", ""inclusion bodies, giemsa stian, nucleic acid amplification"", ""coinfection with neisseria gonorrhoeae"", ""A-C trachoma eye infection, reiter's syndrome (uveitis, urethritis, arthritis)"", ""D-K STI, watery discharge, PID, mother to child, infertility, conjuncitivitis or pneumonia later than gonorrhea a couple of weeks)"", ""L1-L3 - lymphogranuloma veneruem, inguinal node infection""]",
uveitis,Uveitis,"Uveitis is an inflammatory disease that affects the uvea, the middle layer of the eye",Clinical,,
pid,Pelvic Inflammatory Disease,"Pelvic inflammatory disease (PID) is an infection of the upper female reproductive tract, including the uterus, fallopian tubes, and ovaries",Disease,,
chlamydophila_pneumoniae,Chlamydophila Pneumoniae,"Chlamydia pneumoniae is a species of Chlamydia, an obligate intracellular bacterium that infects humans and is a major cause of pneumonia",Coccobacillus,"[""indeterminate"", ""obligate intracellular - no ATP"", ""coinfection with neisseria gonorrhoeae"", ""atypical pneumonia""]",
chlamydophila_psittaci,Chlamydophila Psittaci,"Chlamydia psittaci is a lethal intracellular bacterial species that may cause endemic avian chlamydiosis, epizootic outbreaks in other mammals, and respiratory psittacosis in humans",Coccobacillus,"[""indeterminate"", ""BIRDS"", ""obligate intracellular - no ATP"", ""coinfection with neisseria gonorrhoeae"", ""atypical pneumonia""]",
coxiella_burnetiid,Coxiella Burnetiid,"Coxiella burnetii is an obligate intracellular bacterial pathogen, and is the causative agent of Q fever. The genus Coxiella is morphologically similar to Rickettsia, but with a variety of genetic and physiological differences",Coccobacillus,"[""indeterminate"", ""no rash"", ""q-fever"", ""obligate intracellular"", ""spore-like in animal poop"", ""aerosol"", ""acellular vaccine"", ""can be transferred if milk pasteurizing milk goes wrong""]",
q-fever,Q Fever,"Q fever is a bacterial infection that can cause flu-like symptoms in humans, and can lead to serious health issues in some people",Disease,,
hepatitis,Hepatitis,"Hepatitis is a general term for liver inflammation that can be caused by a number of viruses, chemicals, drugs, alcohol, genetic disorders, or an overactive immune system",Disease,,
gardnerella_vaginalis,Gardnerella Vaginalis,"Gardnerella vaginalis is a species of Gram-variable-staining facultative anaerobic bacteria. The organisms are small non-spore-forming, nonmotile coccobacilli",Bacillus,"[""indeterminate"", ""bacterial vaginosis - imbalance of vaginal bacteria lactobacilli imbalance"", ""thin, greyish white, maoldorous discharge (fishy)"", ""increased anaerobic bactera"", ""pH around 5-6.5 (exceeds normal 4.5)"", ""whiff test with 10% KOH prep, pungent odor"", ""clue cells- epithelial cells coated with bacteria""]",
whiff_test,Whiff Test,The whiff test is a diagnostic procedure that screens for bacterial vaginosis (BV) by detecting a fishy odor in vaginal discharge,Lab,,
mycoplasma_pneumoniae,Mycoplasma Pneumoniae,"Mycoplasma pneumoniae is a species of very small cell bacteria that lack a cell wall, in the class Mollicutes. M. pneumoniae is a human pathogen that causes the disease Mycoplasma pneumonia, a form of atypical bacterial pneumonia related to cold agglutinin disease",Bacteria,"[""indeterminate"", ""sterols in membrane"", ""walking, atypical pneumonia"", ""patchy infilatrate in xray"", ""appears worse than actual"", ""young adults in close contact"", ""cold agglutinins test - IgM bind to surface of rbcs, low temperature"", ""eaton's agar""]",
cold_agglutinins_test,Cold Agglutinins Test,"A cold agglutinin test is a blood test that detects the presence of cold agglutinins, which are antibodies that cause red blood cells to clump together in cold temperatures",Lab,,
eaton's_agar,Eaton's Agar,"One recipe for Eaton's agar includes: 70% Difco PPLO agar or broth base, 20% unheated horse serum, 10% fresh aqueous extract of baker's yeast, and 1000 units/ml Penicillin G.",Lab,,
rickettsia_rickettsii,Rickettsia Rickettsii,"Rickettsia rickettsii is a Gram-negative, intracellular, cocco-bacillus bacterium that was first discovered in 1902. Having a reduced genome, the bacterium harvests nutrients from its host cell to carry out respiration, making it an organo-heterotroph",Coccobacillus,"[""negative"", ""obligate intracellular"", ""weakly gram negative"", ""can't produce CoA and NAD"", ""weil-felix test - agglutination with proteus vulgaris"", ""petechial/maculopapular rash"", ""giemsa test"", ""rocky mountain spotted fever"", ""dermacentor tick"", ""rash starts at extremities and progresses to the trunk (2-14 day incubation)""]",
rickettsia_prowazekil,Rickettsia Prowazekil,"Rickettsia prowazekii is a species of gram-negative, alphaproteobacteria, obligate intracellular parasitic, aerobic bacillus bacteria that is the etiologic agent of epidemic typhus, transmitted in the feces of lice.",Coccobacillus,"[""negative"", ""obligate intracellular"", ""weakly gram negative"", ""can't produce CoA and NAD"", ""weil-felix test - agglutination with proteus vulgaris"", ""petechial/maculopapular rash"", ""giemsa test"", ""military camp recruits and prisoners of war"", ""rash spares hands, feet, and head"", ""feces of lice transmitted by scratching"", ""Epidemic typhus"", ""trunk to extremities""]",
rocky_mountain_spotted_fever,Rocky Mountain Spotted Fever,Rocky Mountain spotted fever (RMSF) is a serious illness you get from a tick bite. It’s caused by the bacterium Rickettsia rickettsii. Symptoms include a high fever and headache. Rash may start three or more days after other symptoms. RMSF can be life-threatening if not treated quickly with antibiotics,Disease,,
encephalitis,Encephalitis,Encephalitis is a rare but serious condition that causes the brain to swell due to inflammation,Clinical,,
coma,Coma,A coma is a deep state of unconsciousness in which a person is unable to respond to their environment or be awakened,Clinical,,
tcbs_agar,Thiosulfate-citrate-bile-salts-sucrose (TCBS) agar,"TCBS selects for Vibrio spp. because of its alkaline pH of 8.6; and differentiates between V. cholerae that ferments sucrose (yellow colonies) from V. parahaemolyticus and V. vulnificus that do not ferment sucrose (green colonies). Also, these three vibrio species will all grow in1%NaCl. However, only V. parahaemolyticus will grow in 8%NaCl",Lab,,
exotoxin,Exotoxin,"Protein toxins produced by bacteria that are secreted by bacterial cells during growth, or in some instances, bound to the bacterial cell and released upon lysis and death of the organism. Exotoxins act by a variety of mechanisms.",Generic,"[""AB subunits, A is toxic, B is binding""]",
enterotoxin,Enterotoxin,"Exotoxins whose primary mechanism of action is on the gut; often associated with production and release of copious amounts of mucin, resulting in diarrhea",Generic,,
sec_pathway,Sec Pathway,The Sec pathway is a universally conserved protein translocation pathway found in both gram positive and gram-negative bacteria that provides a fundamental mechanism for moving proteins to extra-cytoplasmic destinations.,Generic,"[""core components"", ""acessory components"", ""discrimination""]",
type_one_secretion,Type I Secretion,"Type I secretion is Sec independent. The secretion machinery is relatively simple, composed of 3 proteins that spans both inner and outer membranes and forms a channel through both membranes. Secretion of specific proteins, other organic molecules, or ions usually bypasses the periplasm and results in translocation directly into external environment.",Generic,,
type_two_secretion,Type II Secretion,"Type II secretion is Sec dependent. In a process requiring two distinct steps (remember Type II = 2 distinct steps) and involving a secretion complex composed of 12-14 proteins, proteins to be secreted are first expressed with signal peptides that target them to Sec or related machinery for transport across the cytoplasmic membrane into the periplasm.",Generic,"[""gram-negative"", ""protein fold in periplasm"", ""pilus like structure guides to extracellular""]",
type_four_secretion,Type IV Secretion,"Type IV secretion is Sec independent. The secretion machinery is composed of a large number of proteins that form a pilus-like structure in the periplasm and spans both membranes. The secretion complex can transfer protein or protein complexed to DNA. Usually, transfer is into a particular target cell, but sometimes transfer is to the external environment.",Generic,"[""conjugation"", ""sharing of DNA material"", ""Delivery of effector molecules to eukaryotic host cells that can suppress defense mechanisms, facilitate intracellular bacterial growth, and even induce the synthesis of nutrients that are beneficial to bacterial colonization.""]",
type_five_secretion,Type V Secretion,"A relatively recently described “autotransporter” system defined by the ability to drive their own secretion across the bacterial outer membrane. In this secretion pathway, a protein uses a Sec-dependent process to get across the inner membrane, and then has the ability to form a special conformation referred to as a “beta barrel” in their C-terminus that allows insertion into the outer membrane that allows transport of the rest of the peptide out.",Generic,,
bacteroides_fragilis,Bacteroides Fragilis,"Bacteroides fragilis is an anaerobic, Gram-negative, pleomorphic to rod-shaped bacterium. It is part of the normal microbiota of the human colon and is generally commensal, but can cause infection if displaced into the bloodstream or surrounding tissue following surgery, disease, or trauma.",Bacillus,"[""negative""]",
bacteroides_corrodens,Bacteroides Corrodens,Eikenella corrodens is a Gram-negative facultative anaerobic bacillus that can cause severe invasive disease in humans,Bacillus,"[""negative""]",
cgd,Chronic Granulomatous Disease,"PMNs and macrophages have normal mobility and reach the site of infection, ingest staphylococci but cannot efficiently destroy them. This is due to a genetic defect in the phagocyte’s NADPH oxidase resulting in production of less superoxide radicals and therefore less hydrogen peroxide",Disease,,
nodule,Nodule,"A nodule is a growth or lump that develops on or within the body. For example, it can develop beneath the skin, in the lungs, or on glands such as the thyroid",Clinical,,
pyoderma,Pyoderma,localized skin infection with vesicles progressing to pustules; no evidence of systemic disease,Clinical,,
neoplasia,Neoplasia,"Neoplasia is the process by which abnormal tissue growth, or a neoplasm, occurs. Neoplasms are characterized by uncoordinated growth that persists even after the initial trigger is removed",Disease,"[""cancer""]",
neonate,Neonate,A newborn child,Generic,,
lymphocyte,Lymphocyte,A lymphocyte is a type of white blood cell that is part of the immune system and helps protect the body from infection and disease,Generic,"[""b-cells"", ""t-cells""]",
natural_penicillin,Natural Penicillins,"Penicillin G (VK is oral form). Beta lactam antibiotic, inhibits bacterial peptidoglycan cell wall synthesis. Bind PBPs preventing cross links.",Beta_Lactam,"[""DOC for syphilis"", ""DOC for beta hemolytic strep"", ""poor S. aureus coverage"", ""covers N. meningitidis but not gonorrhoeae"", ""acid stable""]",
anti-staph_penicillin,Anti Staphylococcus Penicillins,"Oxacillin, Nafcillin, and Dicloxacillin (oral). Methicillin. These beta lactams have bulky R groups preventing beta lactamases from binding and degrading them, allowing them to treat MSSA.",Beta_Lactam,"[""treats MSSA (bacteremia, meningitis, endocarditis"", ""treats beta hemolytic strep"", ""no enterococcus or gram -""]",
